"product_id","brand","technology","resolution","support_HDR","screensize","week_id","sales","RRP","discount","marketing_expense","cost_shifter"
22,"Sony","LCD","4k",0,"60+",15,1289,1349,0.09,1626.60918757319,669.267464664288
23,"Sony","OLED","4k",1,"40-49",15,1348,1399,0.21,1626.60918757319,578.061426942807
24,"Sony","QLED","1080p",1,"50-59",15,1136,849,0.14,1626.60918757319,559.232248950438
25,"Sony","OLED","4k",1,"40-49",15,1310,1599,0.29,1626.60918757319,685.656285983559
26,"Sony","QLED","4k",1,"50-59",15,1229,1099,0.21,1626.60918757319,615.52768918501
27,"Sony","LCD","4k",0,"60+",15,1177,999,0.15,1626.60918757319,594.000614830603
28,"Sony","QLED","4k",0,"30-39",15,1263,1099,0.16,1626.60918757319,570.953483883284
29,"Sony","OLED","1080p",1,"50-59",15,1408,1649,0.3,1626.60918757319,625.022155132071
30,"Sony","QLED","1080p",1,"50-59",15,1145,749,0.11,1626.60918757319,552.396931916419
31,"Philips","LCD","4k",1,"50-59",15,1441,1549,0.21,3690.02420175821,591.617489743011
32,"Philips","OLED","1080p",0,"30-39",15,1126,999,0.17,3690.02420175821,541.949856463368
33,"Philips","OLED","1080p",1,"50-59",15,1197,1149,0.25,3690.02420175821,625.543607192384
34,"Philips","LCD","1080p",0,"50-59",15,1360,1449,0.22,3690.02420175821,672.643142040462
35,"Philips","OLED","1080p",1,"40-49",15,1170,1049,0.18,3690.02420175821,595.940282669975
36,"Philips","QLED","4k",0,"40-49",15,1354,1399,0.23,3690.02420175821,593.248090258815
37,"Philips","LCD","1080p",0,"40-49",15,1227,1249,0.24,3690.02420175821,625.290807086863
38,"Philips","OLED","1080p",0,"50-59",15,1209,1499,0.28,3690.02420175821,687.216414599578
39,"Philips","LCD","1080p",1,"60+",15,1241,999,0.1,3690.02420175821,586.855090630979
40,"Philips","LCD","4k",1,"50-59",15,1237,1149,0.16,3690.02420175821,545.654977333102
1,"Samsung","OLED","1080p",0,"50-59",16,1545,1049,0.18,3605.93720152974,558.175005528969
2,"Samsung","OLED","4k",1,"30-39",16,1350,849,0.13,3605.93720152974,526.657779185073
3,"Samsung","OLED","4k",0,"30-39",16,1472,1149,0.17,3605.93720152974,545.344959117554
4,"Samsung","QLED","1080p",1,"60+",16,1335,899,0.17,3605.93720152974,602.309857932851
5,"Samsung","OLED","4k",1,"50-59",16,1603,1399,0.18,3605.93720152974,679.754653474885
6,"Samsung","QLED","4k",0,"40-49",16,1530,1249,0.15,3605.93720152974,633.440987292491
7,"Samsung","QLED","4k",1,"40-49",16,1222,949,0.22,3605.93720152974,578.548250391563
8,"Samsung","QLED","4k",1,"40-49",16,1518,1249,0.21,3605.93720152974,575.228913311826
9,"Samsung","OLED","1080p",0,"60+",16,1384,1049,0.25,3605.93720152974,591.543126345115
10,"Samsung","LCD","1080p",0,"40-49",16,1547,1199,0.13,3605.93720152974,571.681498450406
11,"LG","QLED","4k",1,"40-49",16,1137,849,0.13,4104.98498287052,587.922571787751
12,"LG","QLED","1080p",0,"40-49",16,1371,1199,0.27,4104.98498287052,579.733960215425
13,"LG","LCD","4k",0,"50-59",16,1152,799,0.13,4104.98498287052,587.297961683967
14,"LG","QLED","4k",0,"60+",16,1255,1199,0.21,4104.98498287052,656.200795088557
15,"LG","OLED","1080p",1,"60+",16,1382,1449,0.28,4104.98498287052,628.14757772408
16,"LG","LCD","1080p",1,"40-49",16,1729,1749,0.18,4104.98498287052,618.968839888372
17,"LG","OLED","4k",0,"30-39",16,1267,1299,0.1,4104.98498287052,675.870996928656
18,"LG","OLED","4k",1,"40-49",16,1161,949,0.1,4104.98498287052,714.137151482425
19,"LG","LCD","1080p",1,"40-49",16,1498,1099,0.19,4104.98498287052,453.708770533921
20,"LG","LCD","4k",0,"40-49",16,1100,1049,0.3,4104.98498287052,656.212182102751
21,"Sony","LCD","4k",0,"50-59",16,1280,1049,0.17,1576.39764435589,589.535763776829
22,"Sony","LCD","4k",0,"60+",16,1311,999,0.05,1576.39764435589,503.791658674832
23,"Sony","OLED","4k",1,"40-49",16,759,1049,0.31,1576.39764435589,712.690210975717
24,"Sony","QLED","1080p",1,"50-59",16,1396,1399,0.26,1576.39764435589,611.84106533914
25,"Sony","OLED","4k",1,"40-49",16,1310,1399,0.26,1576.39764435589,579.924324552737
26,"Sony","QLED","4k",1,"50-59",16,1216,899,0.09,1576.39764435589,624.942656928501
27,"Sony","LCD","4k",0,"60+",16,1154,1149,0.13,1576.39764435589,688.191208911618
28,"Sony","QLED","4k",0,"30-39",16,1371,1649,0.22,1576.39764435589,626.169981985533
29,"Sony","OLED","1080p",1,"50-59",16,1097,1099,0.26,1576.39764435589,603.379938497391
30,"Sony","QLED","1080p",1,"50-59",16,1245,1249,0.2,1576.39764435589,638.290047883682
31,"Philips","LCD","4k",1,"50-59",16,1352,1099,0.17,3976.40959359705,609.631893539877
32,"Philips","OLED","1080p",0,"30-39",16,1135,1299,0.21,3976.40959359705,657.974530828038
33,"Philips","OLED","1080p",1,"50-59",16,1493,1349,0.14,3976.40959359705,590.049214092978
34,"Philips","LCD","1080p",0,"50-59",16,1168,1049,0.33,3976.40959359705,534.355290223216
35,"Philips","OLED","1080p",1,"40-49",16,1240,1199,0.3,3976.40959359705,557.496350848484
36,"Philips","QLED","4k",0,"40-49",16,1091,1049,0.08,3976.40959359705,684.31563238064
37,"Philips","LCD","1080p",0,"40-49",16,1188,1199,0.3,3976.40959359705,627.94816272945
38,"Philips","OLED","1080p",0,"50-59",16,929,849,0.2,3976.40959359705,687.493691259543
39,"Philips","LCD","1080p",1,"60+",16,1119,1449,0.3,3976.40959359705,689.167433980818
40,"Philips","LCD","4k",1,"50-59",16,1023,649,0.11,3976.40959359705,579.515536120112
1,"Samsung","OLED","1080p",0,"50-59",17,1599,1149,0.25,4044.82842143625,583.375372394127
2,"Samsung","OLED","4k",1,"30-39",17,1280,1149,0.25,4044.82842143625,662.931133439768
3,"Samsung","OLED","4k",0,"30-39",17,1400,1099,0.13,4044.82842143625,574.445193554927
4,"Samsung","QLED","1080p",1,"60+",17,1553,1249,0.24,4044.82842143625,640.438129075707
5,"Samsung","OLED","4k",1,"50-59",17,1523,949,0.14,4044.82842143625,601.718035660142
6,"Samsung","QLED","4k",0,"40-49",17,1412,949,0.1,4044.82842143625,648.508959772037
7,"Samsung","QLED","4k",1,"40-49",17,1561,1249,0.26,4044.82842143625,618.622042246462
8,"Samsung","QLED","4k",1,"40-49",17,1560,1149,0.11,4044.82842143625,581.785817495286
9,"Samsung","OLED","1080p",0,"60+",17,1456,999,0.07,4044.82842143625,588.606667080172
10,"Samsung","LCD","1080p",0,"40-49",17,1329,899,0.09,4044.82842143625,587.727504173722
11,"LG","QLED","4k",1,"40-49",17,1121,999,0.1,2676.63461528718,603.702567018086
12,"LG","QLED","1080p",0,"40-49",17,1435,1449,0.21,2676.63461528718,525.228867191967
13,"LG","LCD","4k",0,"50-59",17,1114,749,0.11,2676.63461528718,557.828078844276
14,"LG","QLED","4k",0,"60+",17,1094,1299,0.29,2676.63461528718,627.19080156525
15,"LG","OLED","1080p",1,"60+",17,1046,949,0.08,2676.63461528718,613.230451685262
16,"LG","LCD","1080p",1,"40-49",17,1141,1149,0.24,2676.63461528718,631.155767427837
17,"LG","OLED","4k",0,"30-39",17,1372,1649,0.19,2676.63461528718,652.902024137428
18,"LG","OLED","4k",1,"40-49",17,1222,999,0.11,2676.63461528718,639.113101432866
19,"LG","LCD","1080p",1,"40-49",17,1062,1049,0.24,2676.63461528718,592.150623695411
20,"LG","LCD","4k",0,"40-49",17,1068,1049,0.31,2676.63461528718,561.000732678462
21,"Sony","LCD","4k",0,"50-59",17,1644,1349,0.12,4545.42177170515,673.089263894811
22,"Sony","LCD","4k",0,"60+",17,1621,1149,0.09,4545.42177170515,564.315939004762
23,"Sony","OLED","4k",1,"40-49",17,1197,749,0.19,4545.42177170515,578.354771300996
24,"Sony","QLED","1080p",1,"50-59",17,1510,1199,0.24,4545.42177170515,641.413671492378
25,"Sony","OLED","4k",1,"40-49",17,1497,1099,0.07,4545.42177170515,609.408460097485
26,"Sony","QLED","4k",1,"50-59",17,1463,1299,0.3,4545.42177170515,603.891094339268
27,"Sony","LCD","4k",0,"60+",17,1552,1199,0.28,4545.42177170515,549.915254109621
28,"Sony","QLED","4k",0,"30-39",17,1195,1149,0.28,4545.42177170515,681.845918797798
29,"Sony","OLED","1080p",1,"50-59",17,1444,799,0.12,4545.42177170515,570.063295152323
30,"Sony","QLED","1080p",1,"50-59",17,1596,1099,0.17,4545.42177170515,540.975940189618
31,"Philips","LCD","4k",1,"50-59",17,980,1249,0.27,1453.42417433858,640.534612841262
32,"Philips","OLED","1080p",0,"30-39",17,839,1199,0.2,1453.42417433858,674.603404228619
33,"Philips","OLED","1080p",1,"50-59",17,1140,1399,0.21,1453.42417433858,580.655409211179
34,"Philips","LCD","1080p",0,"50-59",17,1080,1299,0.31,1453.42417433858,540.914258336811
35,"Philips","OLED","1080p",1,"40-49",17,758,999,0.31,1453.42417433858,588.344650883036
36,"Philips","QLED","4k",0,"40-49",17,815,1099,0.24,1453.42417433858,646.533811355998
37,"Philips","LCD","1080p",0,"40-49",17,900,1149,0.18,1453.42417433858,683.605584864696
38,"Philips","OLED","1080p",0,"50-59",17,885,899,0.1,1453.42417433858,653.258255523818
39,"Philips","LCD","1080p",1,"60+",17,1116,1399,0.17,1453.42417433858,693.249911346761
40,"Philips","LCD","4k",1,"50-59",17,776,799,0.24,1453.42417433858,555.63273837381
1,"Samsung","OLED","1080p",0,"50-59",18,1209,799,0.15,2123.15023411065,531.07542062781
2,"Samsung","OLED","4k",1,"30-39",18,1227,1049,0.11,2123.15023411065,607.76445308365
3,"Samsung","OLED","4k",0,"30-39",18,1275,1149,0.13,2123.15023411065,582.608148144069
4,"Samsung","QLED","1080p",1,"60+",18,1697,1649,0.26,2123.15023411065,575.77123528465
5,"Samsung","OLED","4k",1,"50-59",18,1430,1049,0.22,2123.15023411065,576.561111846842
6,"Samsung","QLED","4k",0,"40-49",18,1181,1099,0.14,2123.15023411065,665.7010567607
7,"Samsung","QLED","4k",1,"40-49",18,1339,1049,0.29,2123.15023411065,548.965353251557
8,"Samsung","QLED","4k",1,"40-49",18,1128,699,0.26,2123.15023411065,521.475526982588
9,"Samsung","OLED","1080p",0,"60+",18,1423,999,0.1,2123.15023411065,509.145724175194
10,"Samsung","LCD","1080p",0,"40-49",18,1388,1249,0.13,2123.15023411065,599.086319755308
11,"LG","QLED","4k",1,"40-49",18,1101,999,0.14,3332.08595402539,661.272205092026
12,"LG","QLED","1080p",0,"40-49",18,1285,1749,0.31,3332.08595402539,690.242109087479
13,"LG","LCD","4k",0,"50-59",18,1250,1299,0.23,3332.08595402539,655.231059374598
14,"LG","QLED","4k",0,"60+",18,1295,1199,0.18,3332.08595402539,593.104112879099
15,"LG","OLED","1080p",1,"60+",18,1388,1499,0.26,3332.08595402539,601.933988531041
16,"LG","LCD","1080p",1,"40-49",18,1265,949,0.09,3332.08595402539,636.882692689721
17,"LG","OLED","4k",0,"30-39",18,1234,1249,0.11,3332.08595402539,654.329835810659
18,"LG","OLED","4k",1,"40-49",18,1472,1399,0.26,3332.08595402539,572.899469600862
19,"LG","LCD","1080p",1,"40-49",18,1330,1499,0.21,3332.08595402539,624.656698360476
20,"LG","LCD","4k",0,"40-49",18,1352,1349,0.1,3332.08595402539,659.74076737453
21,"Sony","LCD","4k",0,"50-59",18,1593,1349,0.12,3674.86958391964,664.919754258741
22,"Sony","LCD","4k",0,"60+",18,1218,899,0.26,3674.86958391964,560.097661128446
23,"Sony","OLED","4k",1,"40-49",18,1348,1499,0.27,3674.86958391964,677.618764456047
24,"Sony","QLED","1080p",1,"50-59",18,1428,1099,0.24,3674.86958391964,571.781221101009
25,"Sony","OLED","4k",1,"40-49",18,1374,1249,0.27,3674.86958391964,590.82284753815
26,"Sony","QLED","4k",1,"50-59",18,1503,1649,0.27,3674.86958391964,685.118132108663
27,"Sony","LCD","4k",0,"60+",18,1490,1349,0.19,3674.86958391964,650.598142391683
28,"Sony","QLED","4k",0,"30-39",18,1180,749,0.13,3674.86958391964,604.047413294712
29,"Sony","OLED","1080p",1,"50-59",18,1488,1099,0.12,3674.86958391964,592.664921889855
30,"Sony","QLED","1080p",1,"50-59",18,1476,1249,0.29,3674.86958391964,597.324303160902
31,"Philips","LCD","4k",1,"50-59",18,954,1249,0.3,1164.21706974506,603.249692930252
32,"Philips","OLED","1080p",0,"30-39",18,749,1199,0.3,1164.21706974506,591.400251117277
33,"Philips","OLED","1080p",1,"50-59",18,979,1299,0.22,1164.21706974506,658.660587959506
34,"Philips","LCD","1080p",0,"50-59",18,1047,1299,0.21,1164.21706974506,609.919198141469
35,"Philips","OLED","1080p",1,"40-49",18,1030,1099,0.18,1164.21706974506,528.512945207116
36,"Philips","QLED","4k",0,"40-49",18,900,1399,0.3,1164.21706974506,612.955719455816
37,"Philips","LCD","1080p",0,"40-49",18,873,1049,0.25,1164.21706974506,569.558394065268
38,"Philips","OLED","1080p",0,"50-59",18,1112,1249,0.28,1164.21706974506,568.385947008834
39,"Philips","LCD","1080p",1,"60+",18,936,1099,0.22,1164.21706974506,617.225120794656
40,"Philips","LCD","4k",1,"50-59",18,859,649,0.06,1164.21706974506,578.181380179972
1,"Samsung","OLED","1080p",0,"50-59",19,1687,1099,0.18,4936.3639773801,545.761991914159
2,"Samsung","OLED","4k",1,"30-39",19,1701,1399,0.19,4936.3639773801,565.467530392363
3,"Samsung","OLED","4k",0,"30-39",19,1292,1049,0.25,4936.3639773801,667.047735877494
4,"Samsung","QLED","1080p",1,"60+",19,1740,1399,0.12,4936.3639773801,712.937329204684
5,"Samsung","OLED","4k",1,"50-59",19,1774,1349,0.16,4936.3639773801,637.657537579165
6,"Samsung","QLED","4k",0,"40-49",19,1642,1349,0.29,4936.3639773801,571.827680927734
7,"Samsung","QLED","4k",1,"40-49",19,1546,849,0.12,4936.3639773801,566.862352083265
8,"Samsung","QLED","4k",1,"40-49",19,1446,999,0.32,4936.3639773801,570.224145777816
9,"Samsung","OLED","1080p",0,"60+",19,1802,1199,0.1,4936.3639773801,545.9155139715
10,"Samsung","LCD","1080p",0,"40-49",19,1605,1149,0.1,4936.3639773801,629.230767169272
11,"LG","QLED","4k",1,"40-49",19,1195,1049,0.1,2202.21609435976,581.294167535586
12,"LG","QLED","1080p",0,"40-49",19,1260,1049,0.2,2202.21609435976,498.976574713473
13,"LG","LCD","4k",0,"50-59",19,1038,849,0.3,2202.21609435976,531.572644327518
14,"LG","QLED","4k",0,"60+",19,1267,1299,0.07,2202.21609435976,704.848829331962
15,"LG","OLED","1080p",1,"60+",19,1300,1699,0.28,2202.21609435976,658.11876443953
16,"LG","LCD","1080p",1,"40-49",19,1211,1049,0.1,2202.21609435976,608.868508925521
17,"LG","OLED","4k",0,"30-39",19,843,899,0.16,2202.21609435976,603.098169008232
18,"LG","OLED","4k",1,"40-49",19,1058,1299,0.3,2202.21609435976,636.422765379143
19,"LG","LCD","1080p",1,"40-49",19,978,949,0.09,2202.21609435976,606.747015782043
20,"LG","LCD","4k",0,"40-49",19,1328,1199,0.11,2202.21609435976,628.322150220119
21,"Sony","LCD","4k",0,"50-59",19,1406,1049,0.12,2827.20086816698,554.658763726952
22,"Sony","LCD","4k",0,"60+",19,1228,949,0.28,2827.20086816698,517.614200927921
23,"Sony","OLED","4k",1,"40-49",19,1216,949,0.16,2827.20086816698,521.567496488649
24,"Sony","QLED","1080p",1,"50-59",19,1570,1399,0.21,2827.20086816698,556.016954714217
25,"Sony","OLED","4k",1,"40-49",19,1336,1049,0.08,2827.20086816698,599.85228788852
26,"Sony","QLED","4k",1,"50-59",19,1514,1249,0.16,2827.20086816698,606.220391228228
27,"Sony","LCD","4k",0,"60+",19,1528,1349,0.15,2827.20086816698,664.977048799468
28,"Sony","QLED","4k",0,"30-39",19,1467,1699,0.25,2827.20086816698,672.626876017489
29,"Sony","OLED","1080p",1,"50-59",19,1063,849,0.33,2827.20086816698,626.521733213589
30,"Sony","QLED","1080p",1,"50-59",19,1071,799,0.27,2827.20086816698,620.157512365904
31,"Philips","LCD","4k",1,"50-59",19,1195,1399,0.28,2492.48243030161,573.965103826595
32,"Philips","OLED","1080p",0,"30-39",19,979,1099,0.18,2492.48243030161,618.066338572527
33,"Philips","OLED","1080p",1,"50-59",19,1244,1199,0.11,2492.48243030161,587.473710225544
34,"Philips","LCD","1080p",0,"50-59",19,1230,1149,0.15,2492.48243030161,587.846666548952
35,"Philips","OLED","1080p",1,"40-49",19,1051,1099,0.22,2492.48243030161,558.337744314705
36,"Philips","QLED","4k",0,"40-49",19,1014,1399,0.3,2492.48243030161,680.256499576814
37,"Philips","LCD","1080p",0,"40-49",19,1306,1599,0.29,2492.48243030161,590.831216890663
38,"Philips","OLED","1080p",0,"50-59",19,850,699,0.12,2492.48243030161,603.86472190771
39,"Philips","LCD","1080p",1,"60+",19,1144,949,0.12,2492.48243030161,529.068484256625
40,"Philips","LCD","4k",1,"50-59",19,1455,1449,0.1,2492.48243030161,608.507065983615
1,"Samsung","OLED","1080p",0,"50-59",20,1523,949,0.06,4854.68558128923,632.700532300505
2,"Samsung","OLED","4k",1,"30-39",20,1655,1449,0.23,4854.68558128923,600.605548225802
3,"Samsung","OLED","4k",0,"30-39",20,1579,1099,0.12,4854.68558128923,585.172905067535
4,"Samsung","QLED","1080p",1,"60+",20,1668,1449,0.31,4854.68558128923,628.059101002547
5,"Samsung","OLED","4k",1,"50-59",20,1683,1399,0.3,4854.68558128923,642.026020215964
6,"Samsung","QLED","4k",0,"40-49",20,1487,899,0.11,4854.68558128923,585.217618921137
7,"Samsung","QLED","4k",1,"40-49",20,1559,999,0.17,4854.68558128923,536.382354330859
8,"Samsung","QLED","4k",1,"40-49",20,1505,949,0.1,4854.68558128923,618.711418055024
9,"Samsung","OLED","1080p",0,"60+",20,1561,1199,0.26,4854.68558128923,547.089399890349
10,"Samsung","LCD","1080p",0,"40-49",20,1309,1049,0.27,4854.68558128923,647.839141688985
11,"LG","QLED","4k",1,"40-49",20,953,1149,0.2,1588.26333843172,654.639960790319
12,"LG","QLED","1080p",0,"40-49",20,1318,1299,0.16,1588.26333843172,592.061958594691
13,"LG","LCD","4k",0,"50-59",20,1008,599,0.08,1588.26333843172,510.854589606595
14,"LG","QLED","4k",0,"60+",20,1165,1599,0.29,1588.26333843172,666.301191575765
15,"LG","OLED","1080p",1,"60+",20,1081,1099,0.14,1588.26333843172,682.537867140816
16,"LG","LCD","1080p",1,"40-49",20,1182,1649,0.24,1588.26333843172,647.364047951805
17,"LG","OLED","4k",0,"30-39",20,1002,1099,0.18,1588.26333843172,572.288851397695
18,"LG","OLED","4k",1,"40-49",20,1131,1199,0.13,1588.26333843172,597.936862904855
19,"LG","LCD","1080p",1,"40-49",20,1030,1249,0.17,1588.26333843172,630.454176499237
20,"LG","LCD","4k",0,"40-49",20,848,1099,0.31,1588.26333843172,675.995430724054
21,"Sony","LCD","4k",0,"50-59",20,1465,1249,0.25,3864.01271261275,595.801809462783
22,"Sony","LCD","4k",0,"60+",20,1406,1199,0.27,3864.01271261275,551.87226309932
23,"Sony","OLED","4k",1,"40-49",20,1283,1349,0.23,3864.01271261275,672.395998223911
24,"Sony","QLED","1080p",1,"50-59",20,1569,1299,0.22,3864.01271261275,603.699952230349
25,"Sony","OLED","4k",1,"40-49",20,1382,1149,0.19,3864.01271261275,611.701210599603
26,"Sony","QLED","4k",1,"50-59",20,1444,1249,0.24,3864.01271261275,650.090835731689
27,"Sony","LCD","4k",0,"60+",20,1107,799,0.29,3864.01271261275,623.015138651859
28,"Sony","QLED","4k",0,"30-39",20,1340,1249,0.19,3864.01271261275,711.328635925466
29,"Sony","OLED","1080p",1,"50-59",20,1679,1149,0.06,3864.01271261275,596.963089585995
30,"Sony","QLED","1080p",1,"50-59",20,1639,1399,0.2,3864.01271261275,621.402786328406
31,"Philips","LCD","4k",1,"50-59",20,1351,1299,0.18,3006.63786381483,575.891720182891
32,"Philips","OLED","1080p",0,"30-39",20,1172,1499,0.3,3006.63786381483,627.445493603876
33,"Philips","OLED","1080p",1,"50-59",20,1093,1399,0.3,3006.63786381483,634.290137229685
34,"Philips","LCD","1080p",0,"50-59",20,1038,1099,0.3,3006.63786381483,578.105220662526
35,"Philips","OLED","1080p",1,"40-49",20,1090,999,0.16,3006.63786381483,597.032426658032
36,"Philips","QLED","4k",0,"40-49",20,1129,899,0.17,3006.63786381483,525.757010525115
37,"Philips","LCD","1080p",0,"40-49",20,1231,1199,0.1,3006.63786381483,633.868407059041
38,"Philips","OLED","1080p",0,"50-59",20,1132,1249,0.16,3006.63786381483,725.09715140701
39,"Philips","LCD","1080p",1,"60+",20,1189,1249,0.13,3006.63786381483,644.414112428558
40,"Philips","LCD","4k",1,"50-59",20,861,849,0.09,3006.63786381483,749.812848521426
1,"Samsung","OLED","1080p",0,"50-59",21,1133,999,0.1,1112.36093658954,676.811128465698
2,"Samsung","OLED","4k",1,"30-39",21,999,999,0.14,1112.36093658954,621.59570693658
3,"Samsung","OLED","4k",0,"30-39",21,1222,1349,0.17,1112.36093658954,629.70783589314
4,"Samsung","QLED","1080p",1,"60+",21,1085,699,0.18,1112.36093658954,487.125384685661
5,"Samsung","OLED","4k",1,"50-59",21,1180,1349,0.21,1112.36093658954,678.169145189564
6,"Samsung","QLED","4k",0,"40-49",21,1200,999,0.13,1112.36093658954,618.71429225278
7,"Samsung","QLED","4k",1,"40-49",21,1414,1349,0.06,1112.36093658954,688.000771156431
8,"Samsung","QLED","4k",1,"40-49",21,1348,1299,0.27,1112.36093658954,550.175463699605
9,"Samsung","OLED","1080p",0,"60+",21,1306,1449,0.26,1112.36093658954,608.517152633343
10,"Samsung","LCD","1080p",0,"40-49",21,1115,1199,0.32,1112.36093658954,608.772040466498
11,"LG","QLED","4k",1,"40-49",21,1195,1599,0.25,2102.21559554338,680.437043731194
12,"LG","QLED","1080p",0,"40-49",21,1202,1249,0.2,2102.21559554338,597.507842758418
13,"LG","LCD","4k",0,"50-59",21,1299,1199,0.15,2102.21559554338,586.197466490266
14,"LG","QLED","4k",0,"60+",21,1178,1049,0.21,2102.21559554338,564.504983732761
15,"LG","OLED","1080p",1,"60+",21,1364,1349,0.17,2102.21559554338,588.570154637192
16,"LG","LCD","1080p",1,"40-49",21,930,1099,0.28,2102.21559554338,624.689211880864
17,"LG","OLED","4k",0,"30-39",21,1084,1099,0.2,2102.21559554338,600.98651177243
18,"LG","OLED","4k",1,"40-49",21,988,1149,0.32,2102.21559554338,613.262173084109
19,"LG","LCD","1080p",1,"40-49",21,913,1049,0.14,2102.21559554338,664.74150226379
20,"LG","LCD","4k",0,"40-49",21,1174,1449,0.28,2102.21559554338,609.920657566864
21,"Sony","LCD","4k",0,"50-59",21,1481,899,0.13,3828.6267388612,508.010147167042
22,"Sony","LCD","4k",0,"60+",21,1409,949,0.07,3828.6267388612,537.452546855046
23,"Sony","OLED","4k",1,"40-49",21,1623,1399,0.11,3828.6267388612,578.790465892136
24,"Sony","QLED","1080p",1,"50-59",21,1515,1299,0.28,3828.6267388612,535.955789106296
25,"Sony","OLED","4k",1,"40-49",21,1369,1149,0.18,3828.6267388612,600.277423720093
26,"Sony","QLED","4k",1,"50-59",21,1578,1299,0.19,3828.6267388612,590.733247051356
27,"Sony","LCD","4k",0,"60+",21,1411,1299,0.31,3828.6267388612,561.7215974029
28,"Sony","QLED","4k",0,"30-39",21,1228,1149,0.23,3828.6267388612,638.303289328816
29,"Sony","OLED","1080p",1,"50-59",21,1552,1349,0.17,3828.6267388612,611.641311837786
30,"Sony","QLED","1080p",1,"50-59",21,1472,1099,0.09,3828.6267388612,641.680960146359
31,"Philips","LCD","4k",1,"50-59",21,1483,1249,0.19,4801.5367584303,605.714957179777
32,"Philips","OLED","1080p",0,"30-39",21,1252,1149,0.17,4801.5367584303,604.882204930934
33,"Philips","OLED","1080p",1,"50-59",21,1402,1299,0.26,4801.5367584303,615.690867140168
34,"Philips","LCD","1080p",0,"50-59",21,1301,1049,0.1,4801.5367584303,595.645528336718
35,"Philips","OLED","1080p",1,"40-49",21,1143,899,0.23,4801.5367584303,574.049906076685
36,"Philips","QLED","4k",0,"40-49",21,1364,1099,0.12,4801.5367584303,588.069212783518
37,"Philips","LCD","1080p",0,"40-49",21,1212,849,0.11,4801.5367584303,600.94081873144
38,"Philips","OLED","1080p",0,"50-59",21,1428,1249,0.29,4801.5367584303,570.795045500335
39,"Philips","LCD","1080p",1,"60+",21,1355,1199,0.29,4801.5367584303,547.641425028143
40,"Philips","LCD","4k",1,"50-59",21,1292,1149,0.2,4801.5367584303,637.044962766407
1,"Samsung","OLED","1080p",0,"50-59",22,1482,799,0.18,3988.26740588993,572.052147055272
2,"Samsung","OLED","4k",1,"30-39",22,1704,1349,0.14,3988.26740588993,591.142724489371
3,"Samsung","OLED","4k",0,"30-39",22,1371,1349,0.25,3988.26740588993,688.914102455818
4,"Samsung","QLED","1080p",1,"60+",22,1336,899,0.25,3988.26740588993,612.328782271287
5,"Samsung","OLED","4k",1,"50-59",22,1427,999,0.28,3988.26740588993,556.27123880943
6,"Samsung","QLED","4k",0,"40-49",22,1511,1299,0.22,3988.26740588993,574.308975484016
7,"Samsung","QLED","4k",1,"40-49",22,1532,1349,0.24,3988.26740588993,601.090333817846
8,"Samsung","QLED","4k",1,"40-49",22,1424,999,0.17,3988.26740588993,580.986174264979
9,"Samsung","OLED","1080p",0,"60+",22,1595,1199,0.27,3988.26740588993,507.830964051045
10,"Samsung","LCD","1080p",0,"40-49",22,1524,1549,0.3,3988.26740588993,606.76699485565
11,"LG","QLED","4k",1,"40-49",22,1070,1199,0.16,1811.87697313726,618.124058835338
12,"LG","QLED","1080p",0,"40-49",22,1077,1249,0.31,1811.87697313726,628.30247579563
13,"LG","LCD","4k",0,"50-59",22,1229,1149,0.21,1811.87697313726,495.346631345417
14,"LG","QLED","4k",0,"60+",22,972,1149,0.24,1811.87697313726,638.31091745636
15,"LG","OLED","1080p",1,"60+",22,1033,1099,0.13,1811.87697313726,639.936003284707
16,"LG","LCD","1080p",1,"40-49",22,1165,1249,0.15,1811.87697313726,621.980192160077
17,"LG","OLED","4k",0,"30-39",22,816,1099,0.28,1811.87697313726,636.250295957733
18,"LG","OLED","4k",1,"40-49",22,1119,899,0.12,1811.87697313726,573.575701892514
19,"LG","LCD","1080p",1,"40-49",22,1046,1049,0.18,1811.87697313726,640.403626064253
20,"LG","LCD","4k",0,"40-49",22,1078,1299,0.31,1811.87697313726,619.30522851309
21,"Sony","LCD","4k",0,"50-59",22,1212,799,0.17,3586.87222283334,588.002123700509
22,"Sony","LCD","4k",0,"60+",22,1442,1299,0.21,3586.87222283334,665.313340573274
23,"Sony","OLED","4k",1,"40-49",22,1482,1199,0.13,3586.87222283334,572.269471475728
24,"Sony","QLED","1080p",1,"50-59",22,1411,1349,0.26,3586.87222283334,660.767339416019
25,"Sony","OLED","4k",1,"40-49",22,1481,999,0.14,3586.87222283334,510.172297681064
26,"Sony","QLED","4k",1,"50-59",22,1435,1099,0.24,3586.87222283334,575.08649671805
27,"Sony","LCD","4k",0,"60+",22,1342,1049,0.2,3586.87222283334,636.08876322969
28,"Sony","QLED","4k",0,"30-39",22,1367,999,0.13,3586.87222283334,558.240434031657
29,"Sony","OLED","1080p",1,"50-59",22,1366,1149,0.25,3586.87222283334,658.593564055117
30,"Sony","QLED","1080p",1,"50-59",22,1208,949,0.08,3586.87222283334,687.596054875293
31,"Philips","LCD","4k",1,"50-59",22,1411,999,0.13,4793.825449422,572.213502455077
32,"Philips","OLED","1080p",0,"30-39",22,1134,1099,0.21,4793.825449422,646.620267897163
